,Order_ID,Product,Order_Date,Discount_Pct,Price_per_Box,Marketing_Spend,Boxes_Shipped,Amount
59944,ORD-121786,Almond Crunch Bar,2022-08-06,6.6,12.35,214.02,124,1531.3999999999999
59955,ORD-018677,Hazelnut Milk Bar,2022-08-06,24.3,3.13,142.27,161,503.93
59956,ORD-013939,70% Dark Bar,2022-08-06,3.2,13.74,87.65,47,645.78
59958,ORD-015953,70% Dark Bar,2022-08-06,21.0,3.12,72.49,161,502.32
59964,ORD-133911,70% Dark Bar,2022-08-06,28.4,2.66,104.82,323,859.1800000000001
59974,ORD-145629,70% Dark Bar,2022-08-06,15.5,13.72,100.31,55,754.6
59979,ORD-138255,70% Dark Bar,2022-08-06,16.9,2.82,86.05,260,733.1999999999999
59981,ORD-012291,Almond Crunch Bar,2022-08-06,10.4,3.3,32.27,135,445.5
59990,ORD-035884,70% Dark Bar,2022-08-06,25.0,15.61,75.18,70,1092.7
60007,ORD-060145,Truffle Gift Box,2022-08-07,14.4,3.48,145.7,357,1242.36
60026,ORD-103837,70% Dark Bar,2022-08-07,18.4,2.93,52.25,163,477.59000000000003
60027,ORD-165495,70% Dark Bar,2022-08-07,14.0,2.91,147.47,272,791.52
60031,ORD-154614,Mint Dark Bar,2022-08-07,9.0,3.13,34.13,91,284.83
60036,ORD-154906,Mixed Assortment Box,2022-08-07,18.7,2.42,151.67,703,1701.26
60050,ORD-081930,70% Dark Bar,2022-08-07,13.94,3.19,106.27,140,446.59999999999997
60067,ORD-174091,Hazelnut Milk Bar,2022-08-07,14.2,3.23,58.68,169,545.87
60070,ORD-135511,70% Dark Bar,2022-08-07,19.0,10.38,165.87,131,1359.7800000000002
60071,ORD-119932,Salted Caramel Bar,2022-08-07,8.6,2.83,78.23,190,537.7
60105,ORD-089656,70% Dark Bar,2022-08-07,13.8,11.66,347.81,177,2063.82
60115,ORD-035213,85% Dark Bar,2022-08-07,25.5,16.95,23.85,28,474.59999999999997
60117,ORD-061091,70% Dark Bar,2022-08-07,20.0,3.0,351.99,419,1257.0
60123,ORD-038192,Truffle Gift Box,2022-08-07,12.5,2.78,95.64,398,1106.4399999999998
60154,ORD-032319,Mixed Assortment Box,2022-08-07,24.7,3.64,180.63,547,1991.0800000000002
60160,ORD-106875,70% Dark Bar,2022-08-07,13.0,3.38,104.18,235,794.3
60169,ORD-118607,Pralines Gift Box,2022-08-07,11.1,2.91,166.69,278,808.98
60172,ORD-176543,70% Dark Bar,2022-08-07,4.5,4.49,43.22,79,354.71000000000004
60189,ORD-126232,70% Dark Bar,2022-08-07,18.6,3.8,40.67,115,437.0
60197,ORD-170439,Truffle Gift Box,2022-08-07,13.6,15.67,105.32,69,1081.23
60206,ORD-085809,85% Dark Bar,2022-08-07,12.9,3.46,65.41,174,602.04
60212,ORD-065718,Mint Dark Bar,2022-08-07,15.1,2.72,42.36,130,353.6
60218,ORD-099583,Mixed Assortment Box,2022-08-07,8.4,2.96,89.72,359,1062.64
60223,ORD-151517,Mixed Assortment Box,2022-08-07,5.9,3.05,129.87,423,1290.1499999999999
60230,ORD-027345,Milk Classic Bar,2022-08-07,4.8,3.11,169.91,183,569.13
60232,ORD-170755,Milk Classic Bar,2022-08-07,26.2,11.05,20.01,49,541.45
60235,ORD-029859,Hazelnut Milk Bar,2022-08-07,10.6,4.05,98.42,140,567.0
60236,ORD-071608,70% Dark Bar,2022-08-07,3.9,2.86,101.01,171,489.06
60241,ORD-156471,70% Dark Bar,2022-08-07,20.3,2.74,154.61,316,865.84
60247,ORD-067451,Choco Coins Bag,2022-08-07,13.4,3.28,53.77,282,924.9599999999999
60255,ORD-056339,70% Dark Bar,2022-08-07,27.4,3.3,41.46,119,392.7
60267,ORD-020755,Milk Classic Bar,2022-08-07,13.9,3.01,230.85,347,1044.47
60277,ORD-052228,Pralines Gift Box,2022-08-08,17.7,3.43,57.45,153,524.7900000000001
60278,ORD-137682,Mixed Assortment Box,2022-08-08,7.0,3.92,235.39,780,3057.6
60288,ORD-036988,70% Dark Bar,2022-08-08,11.2,3.42,85.79,265,906.3
60297,ORD-152328,White Choco Bar,2022-08-08,29.5,2.84,359.34,478,1357.52
60298,ORD-133361,Pralines Gift Box,2022-08-08,19.6,2.87,114.48,198,568.26
60300,ORD-050284,Milk Classic Bar,2022-08-08,19.0,12.3,88.53,66,811.8000000000001
60302,ORD-062800,70% Dark Bar,2022-08-08,10.9,13.25,81.74,60,795.0
60306,ORD-156170,White Choco Bar,2022-08-08,10.0,3.41,67.05,216,736.5600000000001
60315,ORD-171984,70% Dark Bar,2022-08-08,16.3,3.58,111.47,191,683.78
60342,ORD-139320,Truffle Gift Box,2022-08-08,15.0,3.26,128.97,427,1392.02
60348,ORD-022147,70% Dark Bar,2022-08-08,9.1,3.62,98.47,241,872.4200000000001
60372,ORD-101162,Salted Caramel Bar,2022-08-08,3.4,2.93,38.57,117,342.81
60384,ORD-155073,Mint Dark Bar,2022-08-08,5.6,2.81,66.25,144,404.64
60398,ORD-168582,Truffle Gift Box,2022-08-08,6.9,3.05,71.77,251,765.55
60400,ORD-146208,Truffle Gift Box,2022-08-08,6.8,3.37,55.89,183,616.71
60408,ORD-073552,70% Dark Bar,2022-08-08,9.6,17.81,61.63,50,890.4999999999999
60410,ORD-088344,Mixed Assortment Box,2022-08-08,20.9,3.26,111.57,671,2187.46
60428,ORD-072905,85% Dark Bar,2022-08-08,9.5,2.88,62.54,157,452.15999999999997
60433,ORD-090493,70% Dark Bar,2022-08-08,8.8,3.22,146.4,240,772.8000000000001
60518,ORD-002047,Truffle Gift Box,2022-08-08,20.0,3.93,333.89,516,2027.88
60531,ORD-090370,Mint Dark Bar,2022-08-09,16.2,17.41,271.34,88,1532.08
60557,ORD-106453,Truffle Gift Box,2022-08-09,13.2,12.31,57.56,87,1070.97
60565,ORD-032337,White Choco Bar,2022-08-09,21.5,3.35,50.34,206,690.1
60577,ORD-030302,Truffle Gift Box,2022-08-09,6.7,19.68,175.29,95,1869.6
60585,ORD-154594,Pralines Gift Box,2022-08-09,19.8,3.34,110.65,238,794.92
60610,ORD-105335,Pralines Gift Box,2022-08-09,29.2,2.51,77.12,300,752.9999999999999
60623,ORD-139647,Mixed Assortment Box,2022-08-09,6.4,3.91,211.26,537,2099.67
60626,ORD-015530,Milk Classic Bar,2022-08-09,10.3,2.88,65.07,152,437.76
60633,ORD-189783,Choco Coins Bag,2022-08-09,11.1,2.66,55.04,379,1008.1400000000001
60634,ORD-104902,Almond Crunch Bar,2022-08-09,26.3,2.48,84.36,463,1148.24
60637,ORD-108928,Milk Classic Bar,2022-08-09,7.5,3.45,32.17,121,417.45000000000005
60657,ORD-022921,Milk Classic Bar,2022-08-09,18.5,12.08,179.37,120,1449.6
60660,ORD-150976,Pralines Gift Box,2022-08-09,10.8,2.63,96.87,261,686.43
60670,ORD-093684,Mixed Assortment Box,2022-08-09,16.6,2.98,131.15,714,2127.72
60687,ORD-085886,Mixed Assortment Box,2022-08-09,15.5,3.31,36.13,304,1006.24
60696,ORD-014364,Mixed Assortment Box,2022-08-09,13.7,3.47,71.76,378,1311.66
60701,ORD-091336,Truffle Gift Box,2022-08-09,25.3,17.46,53.25,98,1711.0800000000002
60704,ORD-103649,70% Dark Bar,2022-08-09,16.5,2.68,43.75,146,391.28000000000003
60718,ORD-183655,70% Dark Bar,2022-08-09,5.6,3.51,35.85,182,638.8199999999999
60750,ORD-047976,Truffle Gift Box,2022-08-09,11.8,4.12,212.01,370,1524.4
60751,ORD-175124,Pralines Gift Box,2022-08-09,10.3,4.31,75.79,194,836.1399999999999
60770,ORD-039493,Salted Caramel Bar,2022-08-09,25.2,2.74,36.67,210,575.4000000000001
60773,ORD-182408,Pralines Gift Box,2022-08-09,18.0,2.78,88.18,330,917.4
60781,ORD-047866,70% Dark Bar,2022-08-09,10.2,3.22,71.94,198,637.5600000000001
60802,ORD-176053,70% Dark Bar,2022-08-10,6.7,2.99,34.4,161,481.39000000000004
60821,ORD-007235,Truffle Gift Box,2022-08-10,2.6,3.23,50.3,135,436.05
60850,ORD-095911,Salted Caramel Bar,2022-08-10,23.0,15.39,85.13,68,1046.52
60874,ORD-130351,Truffle Gift Box,2022-08-10,9.2,3.83,103.84,321,1229.43
60899,ORD-153111,Mixed Assortment Box,2022-08-10,21.5,13.62,54.53,133,1811.4599999999998
60905,ORD-194160,70% Dark Bar,2022-08-10,7.9,3.08,61.8,174,535.92
60909,ORD-115736,Mixed Assortment Box,2022-08-10,23.0,2.63,39.32,283,744.29
60912,ORD-124052,Milk Classic Bar,2022-08-10,5.7,3.09,85.74,131,404.78999999999996
60922,ORD-076228,70% Dark Bar,2022-08-10,3.9,2.41,48.34,137,330.17
60924,ORD-009532,85% Dark Bar,2022-08-10,8.1,3.54,104.68,130,460.2
60925,ORD-101321,Hazelnut Milk Bar,2022-08-10,28.5,3.07,41.57,239,733.73
60939,ORD-026210,Pralines Gift Box,2022-08-10,20.1,3.48,17.42,194,675.12
60956,ORD-054084,Milk Classic Bar,2022-08-10,16.7,12.81,70.4,68,871.08
60961,ORD-132522,70% Dark Bar,2022-08-10,18.1,2.92,147.75,346,1010.3199999999999
60962,ORD-041342,Truffle Gift Box,2022-08-10,15.7,3.0,92.73,553,1659.0
60966,ORD-050487,70% Dark Bar,2022-08-10,18.4,4.06,18.48,88,357.28
60971,ORD-137084,Milk Classic Bar,2022-08-10,14.3,2.81,42.24,128,359.68
60983,ORD-034123,Mixed Assortment Box,2022-08-10,13.1,4.02,48.47,363,1459.2599999999998
60985,ORD-143059,Truffle Gift Box,2022-08-10,2.3,3.39,52.7,197,667.83
60994,ORD-072956,Almond Crunch Bar,2022-08-10,8.5,3.23,33.85,268,865.64
61003,ORD-147804,Milk Classic Bar,2022-08-10,10.7,2.8,39.48,129,361.2
61008,ORD-191191,Truffle Gift Box,2022-08-10,13.9,4.04,184.9,362,1462.48
61037,ORD-162704,Pralines Gift Box,2022-08-10,8.5,3.06,47.11,173,529.38
61056,ORD-039558,70% Dark Bar,2022-08-10,17.2,12.39,92.29,81,1003.59
61082,ORD-003478,70% Dark Bar,2022-08-10,8.6,3.42,75.74,177,605.34
61087,ORD-055881,85% Dark Bar,2022-08-10,14.7,16.3,25.66,32,521.6
61091,ORD-039555,Mint Dark Bar,2022-08-11,2.7,2.51,37.89,130,326.29999999999995
61108,ORD-131894,Milk Classic Bar,2022-08-11,19.4,2.94,71.02,317,931.98
61119,ORD-069216,Almond Crunch Bar,2022-08-11,6.6,18.8,82.78,76,1428.8
61125,ORD-103029,Mixed Assortment Box,2022-08-11,7.0,3.23,39.58,279,901.17
61134,ORD-093651,Mint Dark Bar,2022-08-11,8.7,2.6,29.57,99,257.40000000000003
61144,ORD-049886,85% Dark Bar,2022-08-11,10.6,17.11,157.28,102,1745.22
61156,ORD-166954,Pralines Gift Box,2022-08-11,7.8,2.49,42.72,200,498.00000000000006
61174,ORD-078682,70% Dark Bar,2022-08-11,18.5,12.55,51.72,45,564.75
61193,ORD-040854,70% Dark Bar,2022-08-11,0.9,3.11,25.71,160,497.59999999999997
61225,ORD-061341,Milk Classic Bar,2022-08-11,11.2,3.82,237.52,245,935.9
61229,ORD-116830,70% Dark Bar,2022-08-11,16.2,3.36,289.38,528,1774.08
61237,ORD-097090,Milk Classic Bar,2022-08-11,11.3,2.98,192.17,287,855.26
61249,ORD-132834,Truffle Gift Box,2022-08-11,19.6,2.99,44.62,303,905.97
61253,ORD-147647,70% Dark Bar,2022-08-11,13.6,13.62,24.97,76,1035.12
61258,ORD-005472,85% Dark Bar,2022-08-11,37.3,2.8,102.48,601,1682.8
61270,ORD-148347,70% Dark Bar,2022-08-11,13.4,2.89,247.01,351,1014.3900000000001
61286,ORD-177510,Truffle Gift Box,2022-08-11,15.5,12.03,39.56,127,1527.81
61291,ORD-049172,White Choco Bar,2022-08-11,11.5,2.58,101.34,342,882.36
61319,ORD-101209,Almond Crunch Bar,2022-08-11,24.5,3.32,197.61,455,1510.6
61346,ORD-068818,White Choco Bar,2022-08-11,12.1,17.7,136.05,112,1982.3999999999999
61358,ORD-059117,70% Dark Bar,2022-08-12,6.0,12.43,84.14,61,758.23
61383,ORD-116561,70% Dark Bar,2022-08-12,9.9,2.71,97.87,423,1146.33
61408,ORD-167087,70% Dark Bar,2022-08-12,5.1,3.51,112.75,247,866.9699999999999
61414,ORD-096000,Pralines Gift Box,2022-08-12,8.0,11.92,97.29,125,1490.0
61415,ORD-110858,Almond Crunch Bar,2022-08-12,24.0,12.97,132.05,247,3203.59
61438,ORD-117857,Pralines Gift Box,2022-08-12,19.4,2.94,138.11,558,1640.52
61458,ORD-027804,85% Dark Bar,2022-08-12,9.4,2.98,65.26,240,715.2
61459,ORD-088979,Salted Caramel Bar,2022-08-12,15.3,3.05,68.26,314,957.6999999999999
61465,ORD-105911,Salted Caramel Bar,2022-08-12,17.9,2.86,37.28,261,746.4599999999999
61467,ORD-118402,70% Dark Bar,2022-08-12,13.5,3.65,117.67,229,835.85
61479,ORD-106194,70% Dark Bar,2022-08-12,3.7,13.6,80.01,72,979.1999999999999
61488,ORD-033400,70% Dark Bar,2022-08-12,9.9,14.59,49.5,47,685.73
61493,ORD-149817,Mint Dark Bar,2022-08-12,16.5,12.69,163.62,99,1256.31
61509,ORD-100349,Hazelnut Milk Bar,2022-08-12,25.9,3.72,117.77,363,1350.3600000000001
61514,ORD-199888,Pralines Gift Box,2022-08-12,18.7,2.73,30.12,205,559.65
61519,ORD-100507,70% Dark Bar,2022-08-12,20.7,2.84,83.5,334,948.56
61545,ORD-010570,Mint Dark Bar,2022-08-12,13.2,2.67,30.64,144,384.48
61551,ORD-153678,70% Dark Bar,2022-08-12,3.3,3.33,258.59,299,995.6700000000001
61559,ORD-183302,Mixed Assortment Box,2022-08-12,10.2,3.36,15.25,169,567.84
61576,ORD-189188,White Choco Bar,2022-08-12,10.5,16.72,53.49,68,1136.96
61589,ORD-160998,85% Dark Bar,2022-08-12,10.7,3.45,60.12,270,931.5
61605,ORD-152735,Mixed Assortment Box,2022-08-12,23.0,10.26,72.94,199,2041.74
61626,ORD-190405,Milk Classic Bar,2022-08-13,15.9,3.19,80.37,213,679.47
61629,ORD-053753,Milk Classic Bar,2022-08-13,18.8,2.69,84.78,175,470.75
61634,ORD-053698,Truffle Gift Box,2022-08-13,10.77,3.38,87.15,165,557.6999999999999
61635,ORD-081538,Truffle Gift Box,2022-08-13,4.3,17.68,81.49,62,1096.16
61656,ORD-127643,70% Dark Bar,2022-08-13,15.1,18.71,84.18,47,879.37
61693,ORD-124761,70% Dark Bar,2022-08-13,19.7,2.68,307.01,194,519.9200000000001
61718,ORD-049482,70% Dark Bar,2022-08-13,12.3,3.03,217.26,373,1130.1899999999998
61725,ORD-085715,Truffle Gift Box,2022-08-13,12.7,11.39,60.7,65,740.35
61731,ORD-029105,Truffle Gift Box,2022-08-13,8.01,16.45,87.02,76,1250.2
61749,ORD-076595,Truffle Gift Box,2022-08-13,3.2,3.42,92.36,269,919.98
61751,ORD-149405,Mixed Assortment Box,2022-08-13,4.0,2.38,111.75,516,1228.08
61756,ORD-021406,Choco Coins Bag,2022-08-13,15.8,3.22,60.76,346,1114.1200000000001
61759,ORD-128424,Milk Classic Bar,2022-08-13,13.0,11.77,95.28,349,4107.73
61763,ORD-058750,Mixed Assortment Box,2022-08-13,27.5,2.51,121.95,731,1834.81
61769,ORD-098294,Milk Classic Bar,2022-08-13,3.5,14.51,51.09,34,493.34
61770,ORD-154477,70% Dark Bar,2022-08-13,8.8,17.46,99.4,62,1082.52
61805,ORD-155365,Choco Coins Bag,2022-08-13,9.3,3.29,41.01,1511,4971.19
61807,ORD-102897,Milk Classic Bar,2022-08-13,11.2,2.81,48.4,122,342.82
61823,ORD-188090,Truffle Gift Box,2022-08-13,20.2,2.19,147.14,439,961.41
61838,ORD-079470,Truffle Gift Box,2022-08-13,12.3,3.54,80.41,233,824.82
61849,ORD-075850,Salted Caramel Bar,2022-08-13,14.1,4.03,39.77,126,507.78000000000003
61850,ORD-010567,70% Dark Bar,2022-08-13,16.2,3.92,78.92,176,689.92
61852,ORD-079656,70% Dark Bar,2022-08-13,6.1,2.79,39.03,104,290.16
61868,ORD-080433,Mint Dark Bar,2022-08-13,6.6,3.18,49.89,89,283.02000000000004
61887,ORD-024128,Milk Classic Bar,2022-08-13,16.4,3.23,86.18,175,565.25
61897,ORD-104616,Mint Dark Bar,2022-08-14,18.4,2.58,41.6,124,319.92
61932,ORD-144287,70% Dark Bar,2022-08-14,18.4,2.78,46.46,183,508.73999999999995
61938,ORD-088805,70% Dark Bar,2022-08-14,6.6,18.03,150.59,38,685.1400000000001
61955,ORD-028838,70% Dark Bar,2022-08-14,4.3,2.67,52.01,149,397.83
61964,ORD-021419,White Choco Bar,2022-08-14,16.5,3.54,419.7709804579194,449,1589.46
61967,ORD-041955,70% Dark Bar,2022-08-14,14.0,18.53,74.87,60,1111.8000000000002
61987,ORD-013214,Salted Caramel Bar,2022-08-14,14.3,2.77,197.23,353,977.8100000000001
62012,ORD-171871,85% Dark Bar,2022-08-14,22.7,3.6975862068965517,133.51,336,1242.3889655172413
62019,ORD-089027,Truffle Gift Box,2022-08-14,4.3,2.96,94.9,253,748.88
62039,ORD-123602,Truffle Gift Box,2022-08-14,9.4,2.7,88.64,268,723.6
62077,ORD-197576,Mixed Assortment Box,2022-08-14,5.1,2.91,36.38,260,756.6
62080,ORD-070110,85% Dark Bar,2022-08-14,10.3,2.86,195.35,244,697.8399999999999
62086,ORD-072407,Truffle Gift Box,2022-08-14,25.8,3.39,86.33,252,854.2800000000001
62109,ORD-013158,70% Dark Bar,2022-08-14,8.1,3.36,132.2,179,601.4399999999999
62136,ORD-048483,70% Dark Bar,2022-08-14,13.7,2.67,81.33,176,469.91999999999996
62139,ORD-061749,Mixed Assortment Box,2022-08-14,11.5,2.79,64.63,233,650.07
62140,ORD-162077,85% Dark Bar,2022-08-14,6.1,18.26,41.43,31,566.0600000000001
62149,ORD-053080,70% Dark Bar,2022-08-14,17.9,12.31,41.56,276,3397.56
62161,ORD-111480,Mixed Assortment Box,2022-08-14,15.6,2.87,32.57,292,838.0400000000001
62200,ORD-034320,Mixed Assortment Box,2022-08-15,6.1,3.56,125.9,333,1185.48
62210,ORD-173361,Truffle Gift Box,2022-08-15,14.4,2.87,99.62,286,820.82
62214,ORD-025762,Pralines Gift Box,2022-08-15,30.8,15.55,121.46,88,1368.4
62215,ORD-164019,70% Dark Bar,2022-08-15,10.6,13.56,58.16,45,610.2
62228,ORD-104464,70% Dark Bar,2022-08-15,2.1,2.92,70.53,147,429.24
62235,ORD-172375,70% Dark Bar,2022-08-15,17.2,3.0,62.84,188,564.0
62244,ORD-154972,Truffle Gift Box,2022-08-15,24.7,3.07,92.13,279,856.53
62265,ORD-123295,70% Dark Bar,2022-08-15,16.8,2.75,74.12,177,486.75
62271,ORD-026069,70% Dark Bar,2022-08-15,9.0,3.08,69.62,195,600.6
62272,ORD-096381,Truffle Gift Box,2022-08-15,20.5,3.56,95.1,293,1043.08
62284,ORD-002149,Truffle Gift Box,2022-08-15,9.4,3.58,21.36,105,375.90000000000003
62306,ORD-014357,70% Dark Bar,2022-08-15,7.2,3.76,116.94,239,898.64
62309,ORD-071275,Choco Coins Bag,2022-08-15,4.4,2.81,68.49,343,963.83
62313,ORD-101610,Truffle Gift Box,2022-08-15,19.9,3.32,77.12,332,1102.24
62314,ORD-138802,Pralines Gift Box,2022-08-15,19.59,2.94,48.81,147,432.18
62322,ORD-182096,Almond Crunch Bar,2022-08-15,6.8,12.04,102.17,82,987.28
62324,ORD-165230,Mixed Assortment Box,2022-08-15,10.3,2.88,63.47,470,1353.6
62336,ORD-199160,Pralines Gift Box,2022-08-15,21.0,17.48,136.89,65,1136.2
62340,ORD-113935,70% Dark Bar,2022-08-15,25.9,2.64,125.59,381,1005.84
62355,ORD-126438,Pralines Gift Box,2022-08-15,23.4,2.7,84.22,339,915.3000000000001
62356,ORD-013753,Mixed Assortment Box,2022-08-15,12.0,12.89,48.97,112,1443.68
62358,ORD-095539,Truffle Gift Box,2022-08-15,16.7,3.39,159.8,319,1081.41
62360,ORD-168274,Almond Crunch Bar,2022-08-15,2.0,13.9,59.87,51,708.9
62380,ORD-127586,70% Dark Bar,2022-08-15,19.6,3.27,266.49,301,984.27
62384,ORD-105023,70% Dark Bar,2022-08-15,17.7,16.39,65.36,36,590.04
62426,ORD-169771,Mint Dark Bar,2022-08-15,10.47,2.72,13.84,-83,-225.76000000000002
62459,ORD-045111,Mixed Assortment Box,2022-08-15,17.2,3.01,59.99,393,1182.9299999999998
62460,ORD-193562,70% Dark Bar,2022-08-16,7.8,3.2,34.16,99,316.8
62481,ORD-023811,70% Dark Bar,2022-08-16,4.3,3.02,46.37,165,498.3
62488,ORD-100814,Choco Coins Bag,2022-08-16,12.4,2.94,57.59,276,811.4399999999999
62489,ORD-021101,Hazelnut Milk Bar,2022-08-16,16.4,3.35,67.4,118,395.3
62497,ORD-180997,Truffle Gift Box,2022-08-16,17.6,3.89,81.63,262,1019.1800000000001
62498,ORD-065308,Mixed Assortment Box,2022-08-16,9.7,3.56,122.77,567,2018.52
62500,ORD-185975,Milk Classic Bar,2022-08-16,22.5,3.21,144.79,173,555.33
62537,ORD-110881,Salted Caramel Bar,2022-08-16,19.1,3.33,57.04,215,715.95
62543,ORD-185577,Mint Dark Bar,2022-08-16,9.6,3.2,199.75,306,979.2
62547,ORD-090715,70% Dark Bar,2022-08-16,4.8,2.78,46.01,116,322.47999999999996
62554,ORD-052885,Mint Dark Bar,2022-08-16,13.7,2.58,174.44,290,748.2
62575,ORD-023412,Truffle Gift Box,2022-08-16,11.7,17.5,111.38,108,1890.0
62576,ORD-119303,White Choco Bar,2022-08-16,15.6,3.1,17.36,107,331.7
62595,ORD-025627,Almond Crunch Bar,2022-08-16,12.4,12.14,125.84,149,1808.8600000000001
62605,ORD-170827,Truffle Gift Box,2022-08-16,5.0,2.9,68.71,263,762.6999999999999
62630,ORD-001527,Almond Crunch Bar,2022-08-16,14.6,3.19,53.38,236,752.84
62663,ORD-060309,Truffle Gift Box,2022-08-16,7.6,3.42,125.84,358,1224.36
62673,ORD-010075,Mixed Assortment Box,2022-08-16,9.0,16.05,47.65,71,1139.55
62679,ORD-187017,Mixed Assortment Box,2022-08-16,6.2,3.38,141.54,373,1260.74
62684,ORD-120584,Milk Classic Bar,2022-08-16,13.4,3.32,142.68,226,750.3199999999999
62685,ORD-059931,White Choco Bar,2022-08-16,18.2,3.91,172.12,206,805.46
62688,ORD-189499,70% Dark Bar,2022-08-16,11.4,2.87,66.56,203,582.61
62693,ORD-152159,Choco Coins Bag,2022-08-16,13.0,3.06,51.01,295,902.7
62695,ORD-048307,70% Dark Bar,2022-08-16,11.5,2.53,152.44,365,923.4499999999999
62701,ORD-026106,70% Dark Bar,2022-08-16,7.3,12.99,92.07,62,805.38
62716,ORD-088351,Truffle Gift Box,2022-08-16,15.1,3.21,150.3,279,895.59
62739,ORD-014756,Mixed Assortment Box,2022-08-16,18.4,2.73,96.22,642,1752.66
62764,ORD-085052,70% Dark Bar,2022-08-17,15.6,3.34,41.6,134,447.56
62775,ORD-024893,70% Dark Bar,2022-08-17,10.3,3.33,81.13,161,536.13
62784,ORD-026451,70% Dark Bar,2022-08-17,5.4,2.68,35.56,132,353.76000000000005
62785,ORD-165314,70% Dark Bar,2022-08-17,10.4,13.05,16.18,32,417.6
62786,ORD-055748,Pralines Gift Box,2022-08-17,11.7,3.29,80.49,174,572.46
62799,ORD-112207,70% Dark Bar,2022-08-17,22.1,3.04,37.17,224,680.96
62817,ORD-014178,Pralines Gift Box,2022-08-17,23.0,3.63,65.15,193,700.59
62824,ORD-050671,Pralines Gift Box,2022-08-17,11.0,3.01,49.59,177,532.77
62839,ORD-052310,70% Dark Bar,2022-08-17,6.4,12.24,178.63,81,991.44
62847,ORD-050131,Truffle Gift Box,2022-08-17,6.0,14.57,143.58,79,1151.03
62853,ORD-039581,Hazelnut Milk Bar,2022-08-17,12.8,13.05,43.35,56,730.8000000000001
62873,ORD-050202,70% Dark Bar,2022-08-17,16.5,3.47,103.76,180,624.6
62881,ORD-060549,Truffle Gift Box,2022-08-17,22.7,17.91,32.1,48,859.6800000000001
62891,ORD-109606,70% Dark Bar,2022-08-17,19.5,3.21,58.78,161,516.81
62913,ORD-172263,Mixed Assortment Box,2022-08-17,27.0,12.54,134.08,188,2357.52
62917,ORD-175986,Truffle Gift Box,2022-08-17,7.1,3.11,66.33,202,628.22
62921,ORD-170279,70% Dark Bar,2022-08-17,25.4,3.08,40.66,174,535.92
62924,ORD-052823,Truffle Gift Box,2022-08-17,21.5,3.4,79.24,249,846.6
62928,ORD-029824,Milk Classic Bar,2022-08-17,13.7,3.33,61.9,159,529.47
62933,ORD-121775,Truffle Gift Box,2022-08-17,13.3,2.69,45.78,348,936.12
62938,ORD-173508,70% Dark Bar,2022-08-17,8.0,3.0,21.44,80,240.0
62954,ORD-078375,Pralines Gift Box,2022-08-17,15.8,3.14,128.19,253,794.4200000000001
62963,ORD-152705,85% Dark Bar,2022-08-17,6.2,2.82,13.39,78,219.95999999999998
62967,ORD-174815,Mixed Assortment Box,2022-08-17,20.5,3.77,66.2,407,1534.39
62997,ORD-195107,70% Dark Bar,2022-08-17,8.94,3.1,209.5,810,2511.0
62998,ORD-084062,70% Dark Bar,2022-08-17,12.1,3.12,71.8,124,386.88
63030,ORD-148330,Milk Classic Bar,2022-08-17,11.2,3.76,117.8,137,515.12
63031,ORD-035631,Milk Classic Bar,2022-08-17,19.8,2.54,95.17,210,533.4
63040,ORD-018664,70% Dark Bar,2022-08-17,9.0,4.13,26.81,97,400.61
63045,ORD-146149,70% Dark Bar,2022-08-17,9.9,2.92,102.92,219,639.48
63063,ORD-009371,Mixed Assortment Box,2022-08-18,21.3,3.34,135.6,685,2287.9
63071,ORD-033788,85% Dark Bar,2022-08-18,3.5,3.37,56.9,97,326.89
63089,ORD-115871,Mint Dark Bar,2022-08-18,12.7,3.5,68.28,122,427.0
63094,ORD-125430,Choco Coins Bag,2022-08-18,26.1,2.96,241.2,654,1935.84
63100,ORD-190335,Truffle Gift Box,2022-08-18,19.4,3.32,50.26,244,810.0799999999999
63129,ORD-142343,Truffle Gift Box,2022-08-18,19.76,11.15,75.62,118,1315.7
63134,ORD-179556,Hazelnut Milk Bar,2022-08-18,13.5,3.29,114.25,185,608.65
63146,ORD-099079,70% Dark Bar,2022-08-18,12.2,3.05,22.05,131,399.54999999999995
63153,ORD-087433,70% Dark Bar,2022-08-18,8.7,12.32,119.58,73,899.36
63163,ORD-094352,Almond Crunch Bar,2022-08-18,16.4,3.19,50.55,182,580.58
63185,ORD-146159,Milk Classic Bar,2022-08-18,18.7,3.42,147.52,217,742.14
63209,ORD-147165,Milk Classic Bar,2022-08-18,30.3,2.8,113.03,306,856.8
63210,ORD-088150,Mixed Assortment Box,2022-08-18,5.77,13.65,41.21,106,1446.9
63230,ORD-144005,Pralines Gift Box,2022-08-18,9.2,2.84,58.21,151,428.84
63248,ORD-115170,70% Dark Bar,2022-08-18,13.2,3.49,80.28,177,617.73
63273,ORD-044438,Almond Crunch Bar,2022-08-18,12.5,2.57,112.74,536,1377.52
63282,ORD-054525,Salted Caramel Bar,2022-08-18,5.6,2.7,42.11,194,523.8000000000001
63285,ORD-154778,Mixed Assortment Box,2022-08-18,11.8,17.2,89.62,102,1754.3999999999999
63286,ORD-168816,Truffle Gift Box,2022-08-18,9.9,3.45,143.16,361,1245.45
63298,ORD-014409,Truffle Gift Box,2022-08-18,11.8,13.44,44.58,77,1034.8799999999999
63313,ORD-012027,85% Dark Bar,2022-08-18,11.1,11.06,59.17,52,575.12
