,Order_ID,Product,Order_Date,Discount_Pct,Price_per_Box,Marketing_Spend,Boxes_Shipped,Amount
31919,ORD-168899,70% Dark Bar,2022-04-25,13.4,2.48,171.74,181,448.88
31925,ORD-031200,Truffle Gift Box,2022-04-25,1.4,3.03,155.27,203,615.0899999999999
31952,ORD-164439,Mint Dark Bar,2022-04-25,5.0,12.64,105.56,36,455.04
31981,ORD-144403,70% Dark Bar,2022-04-25,4.3,12.99,25.89,27,350.73
32026,ORD-081688,Choco Coins Bag,2022-04-26,3.9,2.99,136.04,252,753.48
32067,ORD-198079,Almond Crunch Bar,2022-04-26,12.6,2.55,252.79,192,489.59999999999997
32117,ORD-166558,70% Dark Bar,2022-04-26,12.5,12.85,54.27,26,334.09999999999997
32127,ORD-109153,Truffle Gift Box,2022-04-26,7.7,3.56,116.1,189,672.84
32198,ORD-179940,70% Dark Bar,2022-04-26,16.8,3.31,57.81,100,331.0
32208,ORD-062949,Salted Caramel Bar,2022-04-26,26.8,16.43,90.08,63,1035.09
32221,ORD-080575,Milk Classic Bar,2022-04-26,20.8,2.71,60.01,186,504.06
32225,ORD-104194,70% Dark Bar,2022-04-26,14.7,3.1,93.66,174,539.4
32226,ORD-051777,Almond Crunch Bar,2022-04-26,24.7,3.62,53.39,221,800.02
32230,ORD-193769,Truffle Gift Box,2022-04-26,7.3,3.3,78.25,147,485.09999999999997
32237,ORD-183047,70% Dark Bar,2022-04-26,24.9,2.86,53.38,134,383.24
32254,ORD-014873,70% Dark Bar,2022-04-26,4.9,2.83,50.08,105,297.15000000000003
32260,ORD-046608,Mixed Assortment Box,2022-04-26,14.3,3.29,314.24,626,2059.54
32269,ORD-056109,70% Dark Bar,2022-04-26,11.8,3.92,149.8,136,533.12
32272,ORD-183194,85% Dark Bar,2022-04-26,13.7,3.17,235.88,276,874.92
32407,ORD-125628,Mixed Assortment Box,2022-04-27,12.9,17.1,388.77,213,3642.3
32423,ORD-184997,White Choco Bar,2022-04-27,27.2,13.86,91.45,63,873.18
32442,ORD-097431,Almond Crunch Bar,2022-04-27,18.8,3.96,218.22,267,1057.32
32474,ORD-113822,Mixed Assortment Box,2022-04-27,14.3,2.57,20.48,155,398.34999999999997
32491,ORD-023992,70% Dark Bar,2022-04-27,2.0,3.0,106.45,145,435.0
32525,ORD-022312,70% Dark Bar,2022-04-27,14.96,2.71,122.36,161,436.31
32533,ORD-108852,Milk Classic Bar,2022-04-27,1.5,13.29,36.68,29,385.40999999999997
32541,ORD-011161,Mixed Assortment Box,2022-04-27,12.3,3.27,95.98,298,974.46
32564,ORD-112237,Milk Classic Bar,2022-04-27,17.9,2.84,112.23,156,443.03999999999996
32597,ORD-022314,70% Dark Bar,2022-04-28,15.3,3.03,258.55,219,663.5699999999999
32607,ORD-016650,Milk Classic Bar,2022-04-28,15.5,2.89,69.99,128,369.92
32637,ORD-024408,Truffle Gift Box,2022-04-28,24.8,17.97,219.95,124,2228.2799999999997
32670,ORD-195990,70% Dark Bar,2022-04-28,7.5,3.65,53.98,92,335.8
32709,ORD-183533,70% Dark Bar,2022-04-28,3.0,4.67,173.3,124,579.08
32720,ORD-009983,Truffle Gift Box,2022-04-28,0.7,18.73,39.73,25,468.25
32736,ORD-162202,Truffle Gift Box,2022-04-28,15.3,11.81,42.77,62,732.22
32753,ORD-157706,White Choco Bar,2022-04-28,14.6,2.84,304.7,293,832.12
32767,ORD-091704,70% Dark Bar,2022-04-28,15.8,3.11,42.68,90,279.9
32769,ORD-058162,Milk Classic Bar,2022-04-28,9.9,12.34,52.51,134,1653.56
32793,ORD-067553,70% Dark Bar,2022-04-28,14.2,2.88,95.72,209,601.92
32832,ORD-070598,Mint Dark Bar,2022-04-28,12.1,3.4,83.01,109,370.59999999999997
32916,ORD-127709,Truffle Gift Box,2022-04-29,17.4,2.97,189.7,416,1235.52
32943,ORD-082479,70% Dark Bar,2022-04-29,13.5,3.25,148.99,132,429.0
32985,ORD-049980,70% Dark Bar,2022-04-29,21.3,2.74,45.23,135,369.90000000000003
33045,ORD-073757,70% Dark Bar,2022-04-29,27.7,3.69,96.5,260,959.4
33060,ORD-165390,Truffle Gift Box,2022-04-29,3.3,3.61,91.26,173,624.53
33107,ORD-141227,Truffle Gift Box,2022-04-29,15.5,2.66,90.27,264,702.24
33109,ORD-009710,Truffle Gift Box,2022-04-29,18.0,2.72,132.04,342,930.2400000000001
33126,ORD-125463,70% Dark Bar,2022-04-29,4.48,17.4,59.41,36,626.4
33128,ORD-095871,White Choco Bar,2022-04-29,14.7,11.37,76.87,61,693.5699999999999
33143,ORD-177325,Mint Dark Bar,2022-04-30,10.2,2.75,34.47,89,244.75
33189,ORD-110880,Mint Dark Bar,2022-04-30,14.4,3.22,193.04,175,563.5
33237,ORD-026699,Truffle Gift Box,2022-04-30,8.2,2.71,69.39,212,574.52
33248,ORD-098011,Truffle Gift Box,2022-04-30,20.6,2.47,81.70103448275862,278,686.6600000000001
33274,ORD-082435,Almond Crunch Bar,2022-04-30,22.7,3.66,28.15,156,570.96
33306,ORD-046526,70% Dark Bar,2022-04-30,14.1,3.23,55.73,100,323.0
33324,ORD-108156,Truffle Gift Box,2022-04-30,29.4,2.76,43.22,215,593.4
33349,ORD-197325,Hazelnut Milk Bar,2022-04-30,9.85,2.97,81.36,182,540.5400000000001
33450,ORD-084764,Truffle Gift Box,2022-05-01,18.6,3.75,125.79,323,1211.25
33477,ORD-102710,Pralines Gift Box,2022-05-01,7.6,3.28,120.72,229,751.12
33502,ORD-188181,85% Dark Bar,2022-05-01,7.4,17.57,334.39,68,1194.76
33529,ORD-155327,70% Dark Bar,2022-05-01,7.1,12.14,63.67,56,679.84
33610,ORD-182749,White Choco Bar,2022-05-01,8.9,3.17,45.89,113,358.21
33632,ORD-102093,70% Dark Bar,2022-05-01,9.9,3.5,115.08,131,458.5
33647,ORD-062436,70% Dark Bar,2022-05-01,13.8,3.41,93.89,223,760.4300000000001
33649,ORD-026768,Almond Crunch Bar,2022-05-01,6.1,3.54,38.29,171,605.34
33676,ORD-051687,Almond Crunch Bar,2022-05-02,15.6,17.27,173.32,86,1485.22
33725,ORD-044292,Salted Caramel Bar,2022-05-02,9.6,4.07,26.48,86,350.02000000000004
33739,ORD-171688,Choco Coins Bag,2022-05-02,8.1,12.83,54.2,99,1270.17
33804,ORD-182960,Mixed Assortment Box,2022-05-02,21.9,3.1,128.72,449,1391.9
33814,ORD-098249,70% Dark Bar,2022-05-02,5.8,3.57,112.02,156,556.92
33815,ORD-139374,Mixed Assortment Box,2022-05-02,10.9,2.66,19.44,251,667.6600000000001
33837,ORD-111411,70% Dark Bar,2022-05-02,15.4,2.56,92.12,297,760.32
33862,ORD-034165,Mixed Assortment Box,2022-05-02,9.1,3.21,123.37,435,1396.35
33880,ORD-031768,Truffle Gift Box,2022-05-02,16.3,2.69,48.54,171,459.99
33891,ORD-191956,Hazelnut Milk Bar,2022-05-02,12.1,18.37,114.72,51,936.87
33932,ORD-189210,85% Dark Bar,2022-05-03,14.8,2.5,102.12,143,357.5
33965,ORD-010589,70% Dark Bar,2022-05-03,17.2,13.74,46.22,34,467.16
34010,ORD-110266,Truffle Gift Box,2022-05-03,15.3,3.11,165.35,258,802.38
34053,ORD-069847,70% Dark Bar,2022-05-03,8.8,2.99,86.23,137,409.63000000000005
34060,ORD-185371,70% Dark Bar,2022-05-03,5.1,3.58,178.71,232,830.5600000000001
34112,ORD-152769,70% Dark Bar,2022-05-03,15.3,2.74,103.97,198,542.5200000000001
34115,ORD-126498,Truffle Gift Box,2022-05-03,24.2,12.24,42.12,63,771.12
34125,ORD-077317,70% Dark Bar,2022-05-03,13.5,12.09,34.59,28,338.52
34161,ORD-129081,70% Dark Bar,2022-05-03,16.5,3.27,187.67,197,644.19
34193,ORD-094414,Mixed Assortment Box,2022-05-03,3.3,2.8,152.85,327,915.5999999999999
34215,ORD-136664,Hazelnut Milk Bar,2022-05-04,21.3,11.95,409.51,155,1852.25
34217,ORD-031642,70% Dark Bar,2022-05-04,4.0,3.05,108.66,142,433.09999999999997
34253,ORD-186015,70% Dark Bar,2022-05-04,26.4,2.6,87.44,178,462.8
34259,ORD-090971,85% Dark Bar,2022-05-04,11.4,13.71,70.18,34,466.14000000000004
34269,ORD-084140,Mint Dark Bar,2022-05-04,2.3,3.32,355.89,158,524.56
34277,ORD-126631,70% Dark Bar,2022-05-04,16.0,3.12,93.89,130,405.6
34280,ORD-081878,Milk Classic Bar,2022-05-04,8.3,12.09,104.11,51,616.59
34327,ORD-009686,70% Dark Bar,2022-05-04,7.8,2.63,115.3,153,402.39
34336,ORD-054260,70% Dark Bar,2022-05-04,23.1,3.18,146.76,184,585.12
34409,ORD-007409,Truffle Gift Box,2022-05-04,8.5,3.4,40.47,152,516.8
34416,ORD-169583,70% Dark Bar,2022-05-04,8.4,2.87,52.64,106,304.22
34440,ORD-132467,Mint Dark Bar,2022-05-04,6.4,3.46,61.19,67,231.82
34466,ORD-175430,Pralines Gift Box,2022-05-05,6.5,2.58,201.93,236,608.88
34503,ORD-005022,70% Dark Bar,2022-05-05,12.0,3.34,30.37,116,387.44
34515,ORD-073789,Mixed Assortment Box,2022-05-05,7.1,16.84,108.43,76,1279.84
34567,ORD-068843,85% Dark Bar,2022-05-05,15.36,2.76,52.55,145,400.2
34580,ORD-028568,70% Dark Bar,2022-05-05,12.3,2.96,82.66,170,503.2
34613,ORD-149344,Milk Classic Bar,2022-05-05,9.6,14.46,64.45,31,448.26000000000005
34669,ORD-003063,Mixed Assortment Box,2022-05-05,11.3,2.98,84.43,395,1177.1
34688,ORD-192149,Truffle Gift Box,2022-05-05,13.1,2.57,164.98,318,817.26
34692,ORD-051931,70% Dark Bar,2022-05-05,18.6,3.93,112.22,125,491.25
34700,ORD-007954,Hazelnut Milk Bar,2022-05-05,1.0,2.91,69.14,106,308.46000000000004
34705,ORD-036307,70% Dark Bar,2022-05-05,20.4,13.12,76.26,52,682.24
34745,ORD-061370,70% Dark Bar,2022-05-06,14.2,3.1,53.29,119,368.90000000000003
34751,ORD-190894,Pralines Gift Box,2022-05-06,22.2,2.56,49.4,159,407.04
34807,ORD-042509,85% Dark Bar,2022-05-06,16.6,2.96,139.53,157,464.71999999999997
34826,ORD-162350,Mixed Assortment Box,2022-05-06,7.6,3.05,71.55,258,786.9
34984,ORD-011948,85% Dark Bar,2022-05-06,18.8,16.65,60.81,38,632.6999999999999
35033,ORD-126412,Milk Classic Bar,2022-05-07,18.4,18.17,57.45,26,472.4200000000001
35092,ORD-098825,Truffle Gift Box,2022-05-07,13.595172413793103,3.56,129.1,193,687.08
35160,ORD-192454,85% Dark Bar,2022-05-07,4.7,4.2,167.32,101,424.20000000000005
35228,ORD-055155,Mixed Assortment Box,2022-05-07,7.0,2.93,108.12,499,1462.0700000000002
35239,ORD-115530,70% Dark Bar,2022-05-07,14.0,17.59,59.33,32,562.88
35248,ORD-139392,Mint Dark Bar,2022-05-07,15.1,3.0,108.0,123,369.0
35302,ORD-198512,Almond Crunch Bar,2022-05-08,11.0,3.16,83.82,180,568.8000000000001
35329,ORD-041576,70% Dark Bar,2022-05-08,7.6,2.68,98.99,136,364.48
35330,ORD-076229,Truffle Gift Box,2022-05-08,13.1,11.08,106.28,106,1174.48
35424,ORD-099780,70% Dark Bar,2022-05-08,22.61,3.35,145.83,194,649.9
35426,ORD-077576,Almond Crunch Bar,2022-05-08,6.5,3.15,95.9,260,819.0
35441,ORD-056374,70% Dark Bar,2022-05-08,9.5,2.92,59.51,98,286.15999999999997
35503,ORD-105939,85% Dark Bar,2022-05-08,18.9,3.89,151.62,140,544.6
35517,ORD-034648,Hazelnut Milk Bar,2022-05-09,6.3,3.3,98.9,121,399.29999999999995
35518,ORD-042734,70% Dark Bar,2022-05-09,4.8,12.83,185.64,50,641.5
35523,ORD-182445,Truffle Gift Box,2022-05-09,4.4,3.13,80.2,160,500.79999999999995
35568,ORD-190739,70% Dark Bar,2022-05-09,12.7,3.2,41.59,157,502.40000000000003
35647,ORD-105787,Milk Classic Bar,2022-05-09,20.2,2.76,45.52,133,367.08
35663,ORD-168427,70% Dark Bar,2022-05-09,3.4,4.56,94.21,101,460.55999999999995
35667,ORD-098473,Almond Crunch Bar,2022-05-09,19.5,3.24,111.09,258,835.9200000000001
35735,ORD-166989,Pralines Gift Box,2022-05-09,11.8,12.42,105.03,46,571.32
35738,ORD-014964,70% Dark Bar,2022-05-09,10.9,4.21,116.48,176,740.96
35739,ORD-100774,70% Dark Bar,2022-05-09,12.5,3.21,44.91,130,417.3
35789,ORD-147484,Mixed Assortment Box,2022-05-10,14.9,2.72,53.66,268,728.96
35795,ORD-022862,Mixed Assortment Box,2022-05-10,13.6,2.87,220.44,534,1532.5800000000002
35863,ORD-129185,70% Dark Bar,2022-05-10,6.7,13.74,125.92,62,851.88
35910,ORD-181597,70% Dark Bar,2022-05-10,12.3,2.82,23.23,82,231.23999999999998
35927,ORD-044473,Salted Caramel Bar,2022-05-10,21.0,3.61,192.54,307,1108.27
35937,ORD-019233,70% Dark Bar,2022-05-10,14.6,2.57,270.46,240,616.8
35980,ORD-183853,Pralines Gift Box,2022-05-10,18.4,3.14,59.36,144,452.16
36047,ORD-021636,Mixed Assortment Box,2022-05-10,15.3,2.56,22.94,251,642.5600000000001
36057,ORD-056533,Milk Classic Bar,2022-05-11,7.0,2.62,154.08,187,489.94
36127,ORD-091595,Truffle Gift Box,2022-05-11,1.9,2.76,167.98,365,1007.4
36177,ORD-143149,Truffle Gift Box,2022-05-11,7.9,4.22,122.53,283,1194.26
36243,ORD-050774,Mixed Assortment Box,2022-05-11,12.5,16.54,26.14,76,1257.04
36273,ORD-099000,Mixed Assortment Box,2022-05-11,8.7,2.37,25.23,276,654.12
36280,ORD-013347,Mixed Assortment Box,2022-05-11,15.6,3.39,121.51,420,1423.8
36293,ORD-146230,70% Dark Bar,2022-05-11,4.2,12.59,34.46,33,415.46999999999997
36294,ORD-134783,Hazelnut Milk Bar,2022-05-11,11.7,3.73,106.35,130,484.9
36295,ORD-055345,Salted Caramel Bar,2022-05-11,16.8,11.37,94.5,69,784.53
36323,ORD-100548,Truffle Gift Box,2022-05-11,21.1,3.16,164.17,449,1418.8400000000001
36452,ORD-157242,70% Dark Bar,2022-05-12,5.0,2.84,131.99,222,630.48
36487,ORD-158701,Truffle Gift Box,2022-05-12,23.3,3.44,169.45,390,1341.6
36490,ORD-198439,Mixed Assortment Box,2022-05-12,6.1,4.33,115.23,389,1684.3700000000001
36504,ORD-145917,Mint Dark Bar,2022-05-12,14.1,12.82,374.04,105,1346.1000000000001
36511,ORD-171680,70% Dark Bar,2022-05-12,7.3,3.33,130.04,209,695.97
36515,ORD-018696,White Choco Bar,2022-05-12,10.8,12.63,171.3,32,404.16
36549,ORD-007706,Mint Dark Bar,2022-05-12,28.3,3.66,107.65,205,750.3000000000001
36554,ORD-172481,Mixed Assortment Box,2022-05-12,7.0,12.92,63.01,151,1950.92
36567,ORD-051598,70% Dark Bar,2022-05-12,5.1,18.88,30.25,32,604.16
36574,ORD-169015,Pralines Gift Box,2022-05-13,7.2,4.53,127.97,184,833.5200000000001
36576,ORD-056296,Milk Classic Bar,2022-05-13,6.6,12.12,36.02,33,399.96
36616,ORD-055341,Almond Crunch Bar,2022-05-13,5.5,3.48,32.98,129,448.92
36630,ORD-172075,Choco Coins Bag,2022-05-13,12.2,3.07,43.61,165,506.54999999999995
36657,ORD-104813,Mixed Assortment Box,2022-05-13,16.6,2.5,131.14,478,1195.0
36739,ORD-122386,70% Dark Bar,2022-05-13,10.1,3.83,61.4,107,409.81
36791,ORD-188623,Truffle Gift Box,2022-05-13,13.7,2.96,80.5,217,642.3199999999999
36802,ORD-181445,Choco Coins Bag,2022-05-13,6.7,3.37,145.01,278,936.86
36811,ORD-036020,70% Dark Bar,2022-05-13,10.8,3.71,65.36,107,396.96999999999997
36844,ORD-048144,70% Dark Bar,2022-05-14,18.8,17.52,80.38,47,823.4399999999999
36858,ORD-050948,Truffle Gift Box,2022-05-14,18.1,3.41,60.21,259,883.19
36885,ORD-063718,70% Dark Bar,2022-05-14,17.8,2.64,66.49,145,382.8
36897,ORD-021415,70% Dark Bar,2022-05-14,8.8,2.96,84.28,144,426.24
36986,ORD-184924,Choco Coins Bag,2022-05-14,6.0,3.01,153.53,210,632.0999999999999
36993,ORD-172727,Mint Dark Bar,2022-05-14,2.2,11.97,72.55,32,383.04
37043,ORD-186878,70% Dark Bar,2022-05-14,14.7,2.28,151.0,159,362.52
37073,ORD-175740,70% Dark Bar,2022-05-14,13.1,3.24,81.4,124,401.76000000000005
37103,ORD-039660,Mixed Assortment Box,2022-05-14,17.7,2.87,57.64,302,866.74
37124,ORD-193652,70% Dark Bar,2022-05-15,3.5,3.42,28.12,82,280.44
37155,ORD-012441,Truffle Gift Box,2022-05-15,11.6,3.44,118.58,259,890.96
37214,ORD-071127,Truffle Gift Box,2022-05-15,5.0,3.05,72.65,174,530.6999999999999
37271,ORD-005518,Pralines Gift Box,2022-05-15,10.9,2.74,42.57,106,290.44
37320,ORD-047221,70% Dark Bar,2022-05-15,17.9,3.94,187.35,123,484.62
37355,ORD-039466,Pralines Gift Box,2022-05-15,20.7,3.13,54.0,124,388.12
37374,ORD-143060,Truffle Gift Box,2022-05-15,17.0,12.13,127.35,111,1346.43
37385,ORD-108654,Almond Crunch Bar,2022-05-15,13.4,2.89,107.9,241,696.49
37391,ORD-167971,Mixed Assortment Box,2022-05-15,2.3,3.5,102.67,286,1001.0
37406,ORD-069629,70% Dark Bar,2022-05-15,10.4,3.24,49.6,117,379.08000000000004
37497,ORD-122345,Pralines Gift Box,2022-05-16,9.8,3.3,50.94,102,336.59999999999997
37555,ORD-044146,Truffle Gift Box,2022-05-16,13.2,4.16,61.16,163,678.08
37557,ORD-134474,Milk Classic Bar,2022-05-16,23.8,3.4,182.32,269,914.6
37674,ORD-110236,Truffle Gift Box,2022-05-16,34.1,2.82,68.37,316,891.12
37698,ORD-121840,Truffle Gift Box,2022-05-17,7.5,3.43,49.22,154,528.22
37699,ORD-132300,Milk Classic Bar,2022-05-17,16.7,3.63,164.35,208,755.04
37700,ORD-015897,Mixed Assortment Box,2022-05-17,17.1,10.88,147.24,142,1544.96
37713,ORD-170619,70% Dark Bar,2022-05-17,13.9,2.68,46.68,119,318.92
37721,ORD-047165,70% Dark Bar,2022-05-17,12.7,2.57,148.12,157,403.48999999999995
37723,ORD-122061,Pralines Gift Box,2022-05-17,15.1,3.29,51.85,134,440.86
37743,ORD-112515,70% Dark Bar,2022-05-17,18.31,3.49,286.1,231,806.19
37840,ORD-171142,85% Dark Bar,2022-05-17,16.8,18.64,132.47,45,838.8000000000001
37847,ORD-055418,70% Dark Bar,2022-05-17,5.3,3.02,55.59,111,335.22
37859,ORD-068791,70% Dark Bar,2022-05-17,4.0,3.57,119.72,124,442.68
37860,ORD-190706,70% Dark Bar,2022-05-17,21.8,16.39,106.16,132,2163.48
37898,ORD-113285,Truffle Gift Box,2022-05-17,26.8,16.43,38.32,53,870.79
37929,ORD-146946,85% Dark Bar,2022-05-17,22.2,2.64,106.27,178,469.92
38074,ORD-110954,Truffle Gift Box,2022-05-18,6.8,3.27,93.4,146,477.42
38079,ORD-148047,Mint Dark Bar,2022-05-18,30.3,2.56,55.14,129,330.24
38100,ORD-020494,70% Dark Bar,2022-05-18,7.4,17.67,35.93,22,388.74
38139,ORD-110235,Mint Dark Bar,2022-05-18,19.52,2.93,41.15,97,284.21000000000004
38179,ORD-145675,70% Dark Bar,2022-05-18,9.6,13.09,151.34,61,798.49
38188,ORD-164095,70% Dark Bar,2022-05-18,16.6,12.8,150.45,55,704.0
38189,ORD-140553,Mixed Assortment Box,2022-05-18,18.4,2.88,484.43,-890,-2563.2
38231,ORD-122222,70% Dark Bar,2022-05-19,9.4,3.08,34.67,90,277.2
38278,ORD-102943,White Choco Bar,2022-05-19,21.4,3.43,69.5,138,473.34000000000003
38295,ORD-127551,Mixed Assortment Box,2022-05-19,7.4,2.75,19.58,151,415.25
38296,ORD-107857,Mixed Assortment Box,2022-05-19,20.3,2.67,27.35,238,635.46
38307,ORD-134260,Hazelnut Milk Bar,2022-05-19,9.3,16.61,57.16,25,415.25
38331,ORD-090815,70% Dark Bar,2022-05-19,8.5,3.5,249.73,153,535.5
38362,ORD-007772,70% Dark Bar,2022-05-19,14.1,3.21,103.76,189,606.6899999999999
38402,ORD-110150,Almond Crunch Bar,2022-05-19,14.2,3.38,56.33,203,686.14
38408,ORD-045000,Almond Crunch Bar,2022-05-19,13.7,14.25,24.19,41,584.25
38444,ORD-031352,White Choco Bar,2022-05-19,12.3,18.28,73.1,94,1718.3200000000002
38464,ORD-046337,70% Dark Bar,2022-05-19,19.7,17.16,88.82,59,1012.44
38554,ORD-091797,70% Dark Bar,2022-05-20,26.4,3.06,23.0,119,364.14
38595,ORD-062082,Pralines Gift Box,2022-05-20,0.7,3.0,175.96,135,405.0
38698,ORD-107712,Almond Crunch Bar,2022-05-20,28.7,2.92,138.78,337,984.04
38756,ORD-142194,70% Dark Bar,2022-05-20,11.2,3.19,273.68,196,625.24
38783,ORD-183454,85% Dark Bar,2022-05-21,20.1,3.37,82.93,191,643.6700000000001
38839,ORD-046287,70% Dark Bar,2022-05-21,24.0,10.89,38.28,51,555.39
38840,ORD-066342,70% Dark Bar,2022-05-21,13.96,3.15,67.69,94,296.09999999999997
38851,ORD-016934,Milk Classic Bar,2022-05-21,12.3,4.1,174.9,115,471.49999999999994
38878,ORD-105372,Truffle Gift Box,2022-05-21,10.1,3.52,52.33,199,700.48
38981,ORD-174875,Pralines Gift Box,2022-05-21,9.4,4.01,180.55,162,649.62
39008,ORD-100553,Truffle Gift Box,2022-05-21,6.1,2.74,86.56,140,383.6
39050,ORD-135710,Truffle Gift Box,2022-05-21,18.7,11.96,164.55,133,1590.68
39159,ORD-005906,Salted Caramel Bar,2022-05-22,18.1,12.12,80.03,64,775.68
39168,ORD-047900,White Choco Bar,2022-05-22,5.4,19.46,17.01,38,739.48
39170,ORD-122079,70% Dark Bar,2022-05-22,7.3,3.66,49.7,70,256.2
39309,ORD-006279,70% Dark Bar,2022-05-22,11.4,3.08,138.53,154,474.32
39329,ORD-064318,Truffle Gift Box,2022-05-23,15.7,2.92,95.07,161,470.12
39349,ORD-198594,Pralines Gift Box,2022-05-23,15.5,3.17,102.71,156,494.52
39361,ORD-160143,70% Dark Bar,2022-05-23,14.9,3.27,29.92,95,310.65
39364,ORD-121721,70% Dark Bar,2022-05-23,19.0,3.63,50.44,117,424.71
39390,ORD-165527,70% Dark Bar,2022-05-23,6.4,18.89,101.47,34,642.26
39457,ORD-024162,70% Dark Bar,2022-05-23,4.21,2.73,99.44,199,543.27
39491,ORD-090342,Truffle Gift Box,2022-05-23,7.2,12.41,22.56,58,719.78
39533,ORD-172775,Truffle Gift Box,2022-05-23,17.4,3.17,45.93,177,561.09
39607,ORD-102107,Almond Crunch Bar,2022-05-24,12.1,2.69,55.83,248,667.12
39625,ORD-196636,Mint Dark Bar,2022-05-24,6.4,3.66,85.61,91,333.06
39641,ORD-106509,Truffle Gift Box,2022-05-24,25.1,15.46,188.65,117,1808.8200000000002
39767,ORD-029252,Truffle Gift Box,2022-05-24,11.7,3.14,47.09,136,427.04
39818,ORD-009108,Milk Classic Bar,2022-05-24,19.7,3.11,149.15,205,637.55
39819,ORD-015163,Truffle Gift Box,2022-05-24,18.0,11.17,158.61,140,1563.8
39873,ORD-168612,Truffle Gift Box,2022-05-25,6.9,2.7,97.14,181,488.70000000000005
39897,ORD-095464,Pralines Gift Box,2022-05-25,18.8,12.17,61.39,53,645.01
39905,ORD-004874,Almond Crunch Bar,2022-05-25,10.0,11.98,31.65,52,622.96
39922,ORD-041103,Truffle Gift Box,2022-05-25,3.7,13.7,75.06,61,835.6999999999999
39923,ORD-094565,Truffle Gift Box,2022-05-25,12.7,3.04,75.57,197,598.88
39968,ORD-077627,Mint Dark Bar,2022-05-25,5.1,3.24,58.97,114,369.36
39977,ORD-089158,Almond Crunch Bar,2022-05-25,4.5,4.23,76.64,145,613.35
39980,ORD-146779,White Choco Bar,2022-05-25,10.1,3.19,62.6,103,328.57
40010,ORD-115556,Hazelnut Milk Bar,2022-05-25,5.4,3.01,70.32,123,370.22999999999996
40011,ORD-188535,Hazelnut Milk Bar,2022-05-25,7.2,3.15,187.95,186,585.9
40071,ORD-081071,Pralines Gift Box,2022-05-25,10.1,3.01,156.75,171,514.7099999999999
40106,ORD-085127,70% Dark Bar,2022-05-25,24.7,2.86,239.43,310,886.5999999999999
40111,ORD-067680,Mixed Assortment Box,2022-05-26,13.1,3.17,176.03,359,1138.03
40122,ORD-057794,Mint Dark Bar,2022-05-26,12.2,2.92,69.21,99,289.08
40194,ORD-067792,Choco Coins Bag,2022-05-26,19.7,3.14,123.87,249,781.86
40201,ORD-107930,70% Dark Bar,2022-05-26,15.6,11.4,73.17,55,627.0
40344,ORD-073865,Mint Dark Bar,2022-05-26,15.8,2.85,66.28,404,1151.4
40357,ORD-073538,Hazelnut Milk Bar,2022-05-26,8.3,11.41,29.42,39,444.99
40368,ORD-037074,Mixed Assortment Box,2022-05-27,4.1,13.02,90.82,98,1275.96
40380,ORD-136324,70% Dark Bar,2022-05-27,20.4,3.33,160.01,195,649.35
40404,ORD-195993,Salted Caramel Bar,2022-05-27,12.1,3.47,113.25,113,392.11
40430,ORD-102263,Truffle Gift Box,2022-05-27,20.1,3.01,53.94,214,644.14
40460,ORD-184170,70% Dark Bar,2022-05-27,12.4,2.88,111.02,174,501.12
40472,ORD-068623,Almond Crunch Bar,2022-05-27,4.3,18.73,30.95,34,636.82
40481,ORD-041105,Pralines Gift Box,2022-05-27,20.2,2.87,65.88,161,462.07
40510,ORD-106394,Hazelnut Milk Bar,2022-05-27,7.4,3.25,85.25,135,438.75
40520,ORD-082522,Almond Crunch Bar,2022-05-27,4.7,2.99,74.12,155,463.45000000000005
40596,ORD-012772,Almond Crunch Bar,2022-05-27,7.5,3.1,390.5,337,1044.7
40622,ORD-074427,70% Dark Bar,2022-05-28,17.6,5.14448275862069,55.54,172,884.8510344827587
40650,ORD-018227,70% Dark Bar,2022-05-28,19.3,12.54,123.93,23,288.41999999999996
40700,ORD-068033,Mint Dark Bar,2022-05-28,15.6,3.15,113.91,135,425.25
40720,ORD-134567,White Choco Bar,2022-05-28,18.1,3.78,74.97,139,525.42
40728,ORD-162911,70% Dark Bar,2022-05-28,10.0,3.08,61.13,103,317.24
40762,ORD-152214,70% Dark Bar,2022-05-28,20.9,3.2,38.17,119,380.8
40785,ORD-066791,70% Dark Bar,2022-05-28,18.6,2.57,88.37,195,501.15
40802,ORD-197244,70% Dark Bar,2022-05-28,20.3,2.79,53.63,166,463.14
40820,ORD-008487,Mixed Assortment Box,2022-05-28,9.3,3.32,40.3,245,813.4
40890,ORD-003241,70% Dark Bar,2022-05-29,6.3,2.87,73.23,145,416.15000000000003
40921,ORD-047084,Mint Dark Bar,2022-05-29,1.0,3.51,62.62,82,287.82
40946,ORD-195580,Mixed Assortment Box,2022-05-29,4.7,12.26,120.86,71,870.46
41023,ORD-023219,Salted Caramel Bar,2022-05-29,11.8,3.1,50.74,137,424.7
41064,ORD-170799,70% Dark Bar,2022-05-29,4.3,12.67,85.84,53,671.51
41067,ORD-108661,Truffle Gift Box,2022-05-29,4.1,3.46,61.82,172,595.12
41117,ORD-029863,70% Dark Bar,2022-05-29,12.2,18.26,112.05,35,639.1
41121,ORD-172489,Mixed Assortment Box,2022-05-29,7.6,13.77,35.47,59,812.43
41124,ORD-041926,Salted Caramel Bar,2022-05-29,6.6,2.76,117.39,188,518.88
